Date,PropertyID,PropertyType,IsOccupied,MonthlyRevenue,RentalLength,MaintenanceCost,MaintenanceIssueLogged,CustomerSatisfaction
2023-07-12,e1e98e5b-5dae-4af2-8646-78ff8bd721ac,Condo,False,0.0,0,374.4055961498343,Situation wide and.,
2022-03-09,5e9581cc-b757-4e08-b7c5-b5b5c60da1b9,Apartment,False,0.0,0,307.2617813254258,Feel discover during indicate something rate may.,
2023-02-24,044171ab-6033-4c87-a41a-32c5437c2596,Townhouse,False,0.0,0,813.628719156098,Control language drive forward book main.,
2021-11-08,ffe6227a-73c2-4efb-9cc3-e52fbb994afb,House,True,9612.969069899975,22,661.1650277391675,Like remember cut senior still hundred.,57.103277268065966
2023-06-05,c9f106cd-14c1-4217-b220-5cf28be8dcf6,Apartment,True,3544.1546813019295,16,730.27538877604,Full research responsibility for young.,55.71226178256845
2022-01-03,f5fc9045-ea47-4241-85c0-9ec05016f777,Townhouse,False,0.0,0,102.08986451891884,Seven either may create remain the consumer.,
2022-07-06,bc92c4c1-5261-44d4-afdb-f784fb551982,Condo,True,5399.006308553809,20,952.3823851637609,Town picture environmental.,71.81070539906298
2022-06-01,590d79c1-4f12-423b-be3b-4c1b7dc8763f,Townhouse,True,9494.429342857895,22,840.3405277589392,On position deep create present prepare cup.,1.6824306973382552
2022-11-25,1a3d15c6-11be-41da-8e1a-9ec5504185ed,Apartment,True,2727.1190899614685,6,186.90524459689993,Mission least collection must century seven theory.,21.940507688691145
2021-09-22,5079acfe-311d-4756-9798-4f1efb6f7c37,Townhouse,True,8426.476911066875,21,629.5113269753352,Less almost care girl sort.,67.28343295105365
2022-03-10,3c6d5f1c-d527-447c-a09e-3d9e8a684eb3,Condo,True,5982.736186419218,5,752.5462941518915,Mission exist watch research kind explain.,96.21839312450837
2022-06-11,5bb5430d-6e0d-4ecc-806b-e8e46ec71c01,House,True,7330.9652734210185,24,238.13414489501565,White his work month rich.,98.63997814925524
2022-09-15,a194467c-fab6-468f-b418-600e40c6adf5,Condo,False,0.0,0,988.2205404173294,Stuff effort tax with former.,
2022-10-22,fac7d0a0-2c60-4c3a-92d3-e05046baa0ca,House,False,0.0,0,410.31219893299624,Future newspaper through seem type of beyond prepare.,
2023-07-28,3832a0d4-3116-4978-bd30-f04a922e66d9,Condo,False,0.0,0,520.6523942765314,Nearly western lawyer continue help.,
2023-01-24,e8444416-5cec-4954-93a2-be45a558c114,House,False,0.0,0,174.03307021323712,Enjoy financial relationship hold work any.,
2022-01-29,9e2c537c-6e20-4bbd-8b33-bc06d7cad6a9,Condo,True,6692.477362262628,13,388.8085103111846,Relate improve along after fast.,86.05188486629974
2023-06-08,1e51c15e-241f-4d15-a0e0-7636b041f87f,House,False,0.0,0,424.10502995535956,Old possible others.,
2022-07-19,514fe18c-c97a-4358-b033-4336ce2ce326,Condo,True,1950.045891373567,18,591.559394997669,Read begin son walk personal.,11.039709710131064
2022-10-03,841aa5d9-bcf0-4315-b563-21202db7c5a2,House,False,0.0,0,141.44128808461517,Own set own cause leg catch letter.,
2023-01-27,fa183540-dfe8-44cc-9a15-baa0e1ecd900,Townhouse,True,8089.375681520376,2,230.55071610988634,Eye life generation thousand create look.,80.20217921038596
2023-05-21,063c448f-193e-47f4-aaae-f34653ca6936,House,False,0.0,0,538.9829324713087,Indicate attention condition arrive sure win son effect.,
2023-03-11,9d0a7cbb-62db-43fa-838f-87232243945e,House,False,0.0,0,619.6447560762778,Single increase southern late government add doctor.,
2023-05-14,2127e25a-3c9c-4ef3-94bd-3252b71254fd,House,False,0.0,0,146.8851200385574,Require central change expect thought training.,
2022-09-20,ba6684a5-dbc5-4f46-a66b-b09798813e5c,Condo,True,7476.269735961336,21,872.2692084344845,Yes PM fast section.,38.413324022469084
2023-07-06,24ee27e4-b8c0-4e21-b91d-98459e290d6f,Condo,True,8560.440150194128,4,580.9644174944767,Market apply human source black.,72.73682647980752
2022-11-01,dd2beab1-d91d-4982-834e-968a6b38d04a,Condo,False,0.0,0,332.201448377878,Game really surface protect lead drive decision.,
2022-10-31,f08a5860-78f3-4edf-88a2-8c3c582fe7cf,Condo,False,0.0,0,545.2131614072999,Education open use finish account strong very.,
2022-04-12,ab37803a-fde2-459d-baa7-69ccd7808e47,House,False,0.0,0,855.4225184487393,Door mean college.,
2023-09-06,042a2b77-f8ba-4880-972a-f4145616f47d,Townhouse,True,3525.952036182194,18,706.3238350268248,Debate throughout policy weight.,20.881536646343022
2022-02-04,43148bdd-424e-4ed4-b05c-7f2738ddf36f,House,True,3761.893096958237,2,751.9213438260737,To peace parent growth up development.,99.37323950827965
2023-02-09,96f6e960-9e51-42c3-9291-17ed0db171f4,Townhouse,True,5103.38403912773,24,483.53459207699177,To different consumer room.,40.93727114888617
2022-10-19,f305196e-6c15-4b1e-8944-09f8ef40a5f9,House,False,0.0,0,370.9854500093582,Recently likely high occur.,
2022-09-18,b0b6eaba-27db-4a10-acb6-2e2a72e3a115,Townhouse,False,0.0,0,284.36218931966823,Past think until glass person nor you.,
2023-03-22,9c86a641-948b-4f40-bcc4-01d2df83633c,Apartment,False,0.0,0,922.0679743420743,Pick trade statement conference before management.,
2022-06-05,0bcafb4d-07fe-460f-bbd1-7329c7688484,Condo,False,0.0,0,283.0925089192456,Community start age.,
2022-05-18,cffeb599-7bd6-465e-b878-35c7489973bb,Apartment,False,0.0,0,448.79246754061006,Happen hot ever always.,
2022-04-15,d5022b5c-31e3-4fb1-a2ab-94f627d1d9bc,House,False,0.0,0,763.0544607163602,Probably size owner since board national season.,
2021-12-27,96d7405e-3389-4e64-84a7-2f5758beabcc,Townhouse,True,6568.253765329157,16,493.74391715905875,Officer machine general shake.,63.15022339025088
2022-01-16,93486c26-43e6-4bc3-bd64-331f4a49f4bc,Townhouse,True,7500.341286437063,2,506.2341974685568,Response coach easy fly cause she bit war.,11.816989778095932
2021-12-06,146086d6-fe89-4469-9a63-2038e90867bc,Apartment,True,1832.7958485239024,23,743.1666212100234,Too yourself force exist clear up.,45.94089487946265
2021-11-03,9fe05099-b68f-42c8-afb9-a1ecfb958345,House,True,8621.512655187391,13,914.657982609365,Available act sea evening piece.,92.33059564328038
2022-02-14,caf68cc2-1741-4dca-a308-919d5efff693,Apartment,False,0.0,0,930.4903481643914,Executive direction compare.,
2023-01-14,af36f70c-04a1-4acb-92a5-8ab1c463d6a4,Townhouse,True,4036.2062241532067,10,768.6377415916163,Citizen well accept remain half.,53.85699516476322
2023-06-20,18f29cdf-e600-44c7-98f2-e2b5804cdd19,Townhouse,True,9808.317475232054,19,908.9498386989991,Recognize instead life ten board sell.,51.718730843163385
2022-08-14,428792d9-f889-4925-91d7-b4753f0846bc,Condo,False,0.0,0,949.147265928917,Win media protect heart couple hold money.,
2022-09-10,51cc201a-e7df-4c19-847f-516858b33ee2,Apartment,True,3396.0992163981546,18,842.9352931344717,Far everything similar fire.,26.26698967628842
2023-07-01,6fdc14ed-6121-457d-b347-8db23770e6e4,Condo,True,4525.812916248471,6,545.636832792743,Although almost task rather.,9.853197689815962
2023-06-02,1b479e36-f0b3-47ea-a78e-7eca2c9b70bd,Condo,False,0.0,0,584.5352210871988,Mr manage strategy theory recognize smile country western.,
2023-01-23,52090df9-c95b-487d-a320-dba85a2036ad,Townhouse,False,0.0,0,393.3328616152055,Pretty third everyone modern.,
2022-06-12,6824e539-3748-4f0d-9324-7b0be0dcc04c,Apartment,True,9705.714693466925,10,840.7192075533166,Fight capital floor brother.,81.50426074510368
2022-04-10,ce3eba89-16bb-4ad2-ae83-18e571949e82,House,False,0.0,0,556.1429535835857,Long reveal low decide ability himself.,
2021-10-06,acb860ad-8d79-4cbb-ace1-26c2ac6ce83b,Condo,False,0.0,0,637.3957559237072,Anything treatment effort mother writer success language.,
2022-10-19,1a9d4bdd-0834-4733-bb22-1aa254d45789,Condo,True,3350.885733700003,22,860.0486958405224,People fund exist soldier thus half.,99.35862645740197
2023-01-20,6f8d1e1d-f19c-4eb4-8c2a-2a4c24723063,Apartment,True,5404.546043988003,1,980.2202692268679,Huge enough benefit must.,35.831508582558016
2021-09-13,a973ef0f-7e35-496c-8997-aceba17f51d6,House,True,9582.565481303058,10,352.3285551847872,Improve catch personal.,74.26281329252357
2022-12-30,e1dc50ee-b739-47cf-bfd9-84625598305f,Apartment,False,0.0,0,745.7729687363436,Physical every provide list throughout subject official movie.,
2022-09-25,ea65b2ed-fc45-45cc-b099-d2d8cc5326ac,House,True,6610.640558516268,2,451.87379730483457,While would participant those fire believe kitchen.,26.84302333265539
2021-12-27,b64d3d4f-b836-444f-a889-38b2061fdb5a,Townhouse,False,0.0,0,195.64846936853945,Land beat third short practice upon car.,
2023-04-21,5596300a-b977-4f3b-abfa-156c965fb0ce,House,True,5612.090669402244,13,555.6696961561985,Financial attack wife can bad majority trial meet.,5.570959699164913
2022-01-29,5b6ea249-09a1-46d7-952f-16bde6dd619a,House,False,0.0,0,625.512659331675,Himself general itself answer moment product.,
2022-02-20,fbf3dd33-f717-4ea3-9c84-6fb44f4138d0,Condo,True,7515.094725176303,8,721.4619520533214,Help hand subject not.,62.36244142961843
2022-01-22,bde30c93-f0c4-4e1b-b54f-53c4498222a6,Apartment,True,6094.318885294202,12,767.3907148788254,Economic base since.,51.67384882380267
2021-09-24,5d2ddac6-34a8-4142-bc59-c46764bc5eb4,Townhouse,True,2971.79176256807,12,404.96110085416586,Listen message as service medical administration.,80.78060479832287
2022-06-03,6b1b7e74-b84a-4054-9cae-81a701597128,Apartment,True,7463.047979280918,6,852.8776418489864,Subject air box serve serious point off.,93.29835105603877
2022-01-17,5d13f9e0-1b57-4fb1-b59f-c728faa08fac,House,True,9301.118475718873,21,504.3365271784039,Learn in design.,33.57097406957325
2022-08-03,ee64a9aa-a66d-4839-9143-edac7e8856ef,Townhouse,True,7997.438799871927,23,263.54954800402925,Number loss meeting your effect ago situation.,3.9675461467176487
2023-08-01,7f41ffef-d330-42c7-8f1b-70e94f32559c,House,True,7641.134088047588,4,918.082084360333,Debate keep part his.,23.48287247491404
2021-12-05,56947bb4-1a13-4473-9003-2311b08031a8,Townhouse,False,0.0,0,424.17150897343333,Son wall response mission hand.,
2023-02-17,0ffb9901-c383-4f79-bd08-00fd3e133a76,House,True,3995.8081745930845,5,586.5355265966264,Keep collection crime impact sense.,84.94921545971039
2023-09-03,2f54b745-61bf-4cc2-8071-ef6433a1cce3,Townhouse,True,3750.436897346498,4,581.8835260334463,Story to method east.,43.53076016840755
2022-01-08,59f0f47d-4f77-421e-8c45-16abe75ef8e9,Apartment,True,8477.390295137131,16,558.4273505982333,Police seat lose.,73.67564297132509
2021-10-06,8bb2e553-63a6-4a91-98af-0b1d63ad962e,Townhouse,False,0.0,0,227.58904645721782,In term meet step laugh.,
2022-03-01,26a00dc2-3ca8-4342-b071-305642ed35a5,Townhouse,True,4368.5963941836535,9,550.4323726347761,Day stay different onto financial.,20.53472239031168
2021-10-21,6547e857-91e7-4c75-b0b9-1d06ff6c5831,Condo,False,0.0,0,830.7186516753093,Crime population he democratic mind.,
2021-10-13,42b2e746-9564-4e2c-9f03-5895108945aa,Apartment,True,5953.29777629237,7,744.7311553739435,Discover hospital idea paper hear responsibility have power.,94.67964525117186
2022-01-20,a69e9ffa-48e6-4c10-af74-6418a57b95f0,Townhouse,False,0.0,0,181.1625455147417,Three hand executive along several learn.,
2023-01-10,fc5a2b91-4c7b-4be5-9be3-6f7115fb0ce9,Condo,True,1419.463588774065,21,125.17847489976938,Military want street always keep sport.,67.8908422725206
2022-01-18,7b56e32f-6123-4626-9932-754a6d883c34,Condo,False,0.0,0,980.2832010327154,Pressure direction technology add.,
2022-04-22,4cf9ed33-5d8d-4efe-a067-4bc18b9f0f1e,Townhouse,False,0.0,0,167.5882305594129,Begin wind find state.,
2023-01-28,c757fcd8-b7ac-4065-8327-d12d143972c3,Apartment,False,0.0,0,407.8895635930253,Southern design sound sport national yes catch.,
2021-11-15,f23f8f14-49c4-4af7-86f5-44dfd2a2ca65,Apartment,True,1389.1021850718605,4,608.7888289491964,Stop wide free voice probably though.,96.23857247173095
2022-06-11,be263afc-6c41-4af1-b941-c0964a9a641b,Townhouse,True,9625.946049459537,13,556.2435503080028,Economic policy brother include.,84.19805378808074
2022-02-18,e526e1b9-da4d-4811-8c04-2bf192f0fcd1,Apartment,True,1015.5980010840744,23,833.9346022594989,Successful mouth budget operation phone.,39.985946775944626
2023-07-31,e3edd36a-d9ef-42d8-9ecc-0eae227ffad8,Condo,False,0.0,0,465.2168751212857,Clearly reason city.,
2022-07-12,0a3d0cd6-e695-4b35-b568-6e777eeffaa0,Townhouse,True,5976.126110334904,19,482.899485839273,Total east note PM sing treatment.,62.330327803477736
2022-08-21,e1d8c49a-0dc3-48c2-9570-c8a832014467,Condo,True,4404.252553461358,24,260.17224965757356,Position pressure report style.,75.50565046254896
2022-05-22,452c41a6-e92c-485d-8bc4-fe4d72c96289,House,False,0.0,0,373.20045561521226,Evidence follow subject stand suddenly care.,
2022-05-26,4627e0c1-b963-4a01-9bc4-bb2958d09692,Condo,False,0.0,0,713.6997254139862,Member quite service by finish the.,
2021-09-25,7bcee101-254b-485e-a575-80c0faae0567,Apartment,True,4847.076430865471,12,490.88285307765324,Police marriage base guy nothing.,8.723991338502124
2022-06-14,a8edb09f-ead6-47a9-8dfd-95f908dc63ca,Apartment,True,5696.724315389254,5,275.84290685164456,Organization military play source card.,22.7678708943034
2023-06-19,ec78023e-87a8-42f0-955f-ed5403982792,Condo,False,0.0,0,626.6751280613432,Before consider dog.,
2022-11-05,f32ef6dd-c1c5-4274-9b9c-e2debc24651c,House,True,2367.1348127035844,11,163.2879286143267,Common four dog quality physical team.,72.03095400481567
2022-01-13,ab4a9546-4fc6-4f59-afbf-2c1d1b1b1d3b,Apartment,True,4422.795630556936,19,873.8979809345437,Fly attorney beautiful long Congress certainly determine answer.,28.678983498001088
2023-01-05,8616c510-dbd9-4807-a0c3-d6dbd06ef01c,Condo,False,0.0,0,846.0059994200857,Thing Democrat finally campaign mouth them.,
2023-01-11,a3ba38df-a4fb-4d5b-b336-525654bc76f1,Apartment,True,4104.223123606304,11,888.6937525040362,Sport for operation billion travel.,22.269196057880315
2023-05-30,89ccb7a5-7a1f-4e23-bc0c-323ee7ba9fdc,Condo,False,0.0,0,322.95706994208945,Nation rich production painting memory.,
2022-08-12,10fea439-1dd6-45b8-bcef-73ff2a162df3,House,False,0.0,0,994.4375906034775,Anyone political especially this.,
2022-09-07,b606fe8a-6d9d-4c30-9838-016eb40919f7,House,False,0.0,0,825.0806724116825,Whatever nothing certainly point.,
2022-11-21,c20f1051-2ac0-4352-a092-34932e5677d9,Condo,True,7048.356861633834,11,462.4172157219255,International knowledge newspaper me.,55.057767058223625
2023-07-30,5c5f557b-0e1d-4bc4-b9ec-c51dfcd335cf,House,True,8843.410814282552,18,130.3968232014368,May yeah serve section perhaps activity.,18.54683150592017
2023-04-08,1b81260c-713d-41bc-8a0b-9931e237aa2c,Apartment,True,5501.3003568384365,18,815.6016116588272,Final low cause me leader.,32.252710274151
2022-03-01,28b51a48-957f-44d2-9d2c-c3efb5104731,Apartment,False,0.0,0,214.6692559453811,These certain election draw.,
2022-12-29,eac80634-dfc3-416d-a6fc-2a7854665fec,Condo,False,0.0,0,538.1624864176239,Keep article year shake anything.,
2023-05-27,863bcd40-5fe9-4e54-bf8b-4c43cc0ab3ef,House,False,0.0,0,669.3394976444341,Two maintain very news consumer out.,
2022-11-02,6ed0fcc5-7ff8-4150-9bab-e1b8bc4874d6,Townhouse,False,0.0,0,444.81993089562735,Same simple message design respond still soldier.,
2021-09-14,6f6e07c7-d653-405d-8a5e-458d9021ef4a,Apartment,True,9195.243258158336,17,180.86752841917752,Ground live power manager.,86.84009023041096
2022-06-14,4ece0a3c-b54b-4d66-9b08-b5186b40cf07,Townhouse,True,1749.6059137123625,4,392.50221124163204,Particularly easy kitchen company.,65.2345297919838
2022-04-22,2ff162c8-caa7-40d8-b0ac-9bec43b55631,Townhouse,True,3015.6290153356003,10,591.9745188874384,Few wait similar whole feeling share.,63.07896253303773
2022-02-28,48a0fc40-6a01-4f82-aa6a-5186e8f2f716,Apartment,True,6763.3649666771935,17,399.34234642545675,Six turn animal human.,3.6117352387983193
2022-01-23,77791d53-7d6f-4a00-acbf-ff32553858bd,Apartment,True,5531.516569154537,23,974.1859987957525,Factor long raise wear evidence evidence.,7.532554198883612
2022-12-21,35c4fbe1-83c1-4fad-8f3f-9967c2be49f1,House,True,8737.560277973691,3,267.2599412150719,Hold full provide.,43.079792381601635
2023-07-22,e63e681e-47d0-402a-ab6b-f0cb484a7fd4,Townhouse,False,0.0,0,645.8628066869198,Firm much she activity increase.,
2023-03-20,c90d9356-71b5-40f5-9cab-8e568382dcbf,House,False,0.0,0,486.19090934773294,Seem side recently again fight effort military.,
2023-07-29,5d10bb12-3fb0-4425-a85c-e5fd9bbdee04,House,False,0.0,0,918.0903612032083,Hear leg through group he physical since.,
2022-06-06,995dada2-3c68-4481-8537-d0c34fad8164,Condo,True,3722.279655714526,6,663.1372760820542,Free five her.,4.404058578062742
2021-12-09,51a5f1ce-1d22-4f9c-80c2-cd09bd6c87ef,Condo,False,0.0,0,833.2333402461242,Left wrong send three.,
2022-08-28,a5c37d9f-e8b3-4b0a-94d3-67b7b7572412,Townhouse,False,0.0,0,687.5405811688073,Moment skin space less in operation.,
2021-11-01,bf9ef4ed-fd41-455e-8e95-98dd2d0481d2,Condo,False,0.0,0,684.6259390532429,Operation question no fish.,
2021-10-17,030143f8-5e5d-4cd4-927f-bcae9c727f25,Condo,True,9310.243407764854,19,297.8179780781012,Strategy part information world remember small.,11.468497580500935
2021-11-22,c6398fb9-455d-4dea-bb5a-1cba7a9c5c32,House,True,1355.3119644637293,19,476.5542545805833,Environment occur short almost city.,45.24663886179703
2022-10-16,6fdf1ac2-a157-4dce-bbec-e51712170f73,Townhouse,False,0.0,0,827.2944059818392,Top probably must card child movement land.,
2022-03-09,7cc103ff-6d23-4647-9b1b-a1d5312e2877,Apartment,True,6944.092284133221,19,298.8503173901423,Sign structure white.,61.39558285421474
2023-04-29,89f80502-996f-4127-b04a-83f8bad68d6c,House,True,4237.430992936548,7,701.6033322791593,Run line step.,74.10133057550422
2022-04-05,d6f8b3d7-93da-453c-8cc4-6148be2ddb09,Apartment,True,6093.582442082714,17,919.7301931306719,Management four safe pressure interest.,78.07589967789869
2023-07-27,cd017777-abb9-4c58-9e14-a0379fc11be9,Apartment,False,0.0,0,880.8063237739785,Away tree two up keep successful series.,
2021-12-13,a39af4c1-a6c0-43a5-8a1f-7fcb108be43f,Condo,True,3409.415074400265,23,562.1910124917299,Game pick town bag.,65.01917343477707
2023-05-14,b7015517-0105-4f83-b993-a8e6eb177c84,Townhouse,True,2788.4466221414077,24,550.3075573104868,Source science series there fly nor.,4.01012794915766
2022-12-05,2100f7ee-2017-4bf1-bfa8-4e9a305f3944,House,True,6459.695818878251,23,775.3955809580347,Cost receive brother organization factor.,10.021358254997537
2022-11-15,4cf4ede9-e409-44c0-985a-315bf8582262,House,True,4765.273769199106,3,967.7191603091425,Maybe more thing see.,9.809397501193883
2023-04-30,7fbc5bed-1e18-47d6-b896-cbac71a29c6e,House,False,0.0,0,435.22036757356676,Deep area my national.,
2022-07-16,e987e6d4-f3a0-4bf2-877f-eb277a1c2fc5,Townhouse,True,2944.150524039871,7,978.9928836436131,For group ground.,65.40753091910058
2023-02-27,33825a29-073a-47e0-a9a0-52ab65a9793f,Apartment,False,0.0,0,639.4949070371287,Night step with himself pick look often.,
2023-07-16,2faf3272-ec5f-40db-a7c8-9cde001a8c0a,Condo,False,0.0,0,797.9261498402342,Third allow one.,
2023-04-17,8f26f294-8ded-4986-a70a-e05f3ecb6473,Condo,False,0.0,0,663.154976223188,Million understand total fund significant.,
2021-11-06,1e22c5c9-1631-4447-a5f4-e2811711e3af,House,False,0.0,0,546.2661818727263,Ago other money could artist why list.,
2022-07-07,7664f06e-1012-4fd9-8fab-8bdf7ff657c3,Apartment,False,0.0,0,279.24507356192,Head enjoy most side.,
2023-04-07,f575ffc9-24d6-4263-96ad-42af9fd7e83a,House,False,0.0,0,683.2670727571311,Position table student get.,
2022-06-17,bb447027-7562-4fac-a86c-7ea93ebbc75a,Apartment,True,6955.723667366765,1,693.395485474896,Number unit line test culture sign energy fear.,61.438254329833896
2021-11-01,7caef45a-49bb-466c-af13-b9568fb3a3f2,Apartment,True,4075.676451485952,7,285.2351508938656,Together final statement.,23.19054204364366
2022-01-28,da8d156e-e058-49e1-9162-fd010fad860a,Apartment,False,0.0,0,697.4903813511669,Turn community but eight.,
2023-08-06,df3e3d2d-d055-4418-9689-3fa8b3e764d4,Apartment,False,0.0,0,729.7196608011634,Truth do left fish attack.,
2021-09-19,b47b056d-65f9-420d-ac71-3ce3fda06c3b,House,True,3816.007071855671,22,429.87253293784164,General build either consumer.,92.15784388527557
2022-09-29,782b6e2d-fdec-432d-a313-0298f2737c58,House,False,0.0,0,371.38536883676255,Build leg begin one alone miss candidate new.,
2021-10-24,80c29d48-5b8a-494b-a89f-f1a1f32335ea,Condo,False,0.0,0,717.2438451384505,Discover score ball long film religious charge.,
2022-06-01,a2195a8d-9c02-40ef-bd08-59df6c761d8c,Apartment,False,0.0,0,400.10782253672585,Above word production main full.,
2021-12-24,ee8ce216-9a66-4935-94a9-730424237d40,Apartment,False,0.0,0,152.4111780683571,Investment science trouble although.,
2023-06-29,8fcd8054-05db-46b6-892c-9759ddb693fd,Condo,True,7590.112161327859,19,546.330442027034,Walk game second then.,18.690441828961333
2022-04-01,3a261324-3707-4e7d-9135-05468d5a8bca,House,True,5315.003030774621,3,857.3340878767616,Me generation loss us.,96.29464418736703
2021-10-31,652fcaf6-7958-4815-b026-919dc14417c3,House,False,0.0,0,449.8214130591526,Major agree front reflect media paper.,
2022-12-16,e47b3512-b313-4bd3-ac9f-602b1ea7aa9b,House,True,7819.856097207786,15,239.87234503962972,Official call personal if nice.,88.71654218037627
2022-10-08,6691c16c-5677-48d3-bbeb-c64529859b33,Condo,True,5442.453751512402,8,338.43430112493996,Help offer benefit world meeting.,42.18646648704557
2022-12-31,a76f548b-e10c-4c5d-ad05-bce265d03d0a,House,False,0.0,0,368.88381855894255,Against available lose line land.,
2022-11-07,e449543a-8edc-44ee-b2f7-7cf33580e771,Townhouse,False,0.0,0,380.94869402653427,Perform sport all.,
2022-03-22,4d63b493-56a8-42f8-a716-7577d2b158e9,Apartment,True,3384.6841608424006,6,619.1513772827576,Choice raise concern.,12.179798814774045
2023-06-01,12f27856-1a44-450b-bb09-1921ac73dd18,House,True,3791.0759426266213,22,450.898864490831,Likely appear strategy else know wish authority.,15.563256411606574
2023-05-10,0ca3f70b-323c-43c0-b3e1-9b89b71a9aca,House,False,0.0,0,502.70196968615176,Blue how glass appear.,
2023-01-10,952f4427-cd85-4b15-9631-aeb766dbd86b,House,True,9828.413681324504,7,678.5998167770109,Network that too charge.,79.63758240815193
2021-12-02,4c98d3a7-a64d-4d6b-854b-07085af78d82,House,False,0.0,0,367.4791624279746,Writer dinner employee.,
2022-12-15,a8e4a507-76cd-47aa-bf33-5230ccf1d230,Condo,True,7045.506667409964,24,120.98400449059888,Newspaper heavy marriage responsibility challenge crime cut.,36.82127475595781
2022-04-07,7fa0c0e0-7c2e-4103-9113-b6beb33ae975,Apartment,False,0.0,0,120.19110241648617,Tonight amount economy machine partner man.,
2023-08-30,f0546682-359b-4694-b504-7878b9d80096,Condo,True,4230.374815891522,22,743.1071619403386,Air night head alone on among.,95.45629482857197
2022-10-25,29828a20-92be-47c0-ab5a-12afd0625d1c,Townhouse,False,0.0,0,960.6024726298238,Who forget hospital study grow item out view.,
2021-12-31,421cc9b7-acd5-4376-b582-531477ff1955,Condo,False,0.0,0,599.0020670029396,Follow time top star television PM a government.,
2023-09-08,321810db-5e4a-4f83-8029-e825779275b9,House,True,1688.433731527129,23,136.29353946087812,South down save clear affect middle ball total.,84.70037112512689
2022-05-13,45514123-6383-499b-957f-d0ace9c36ad3,Townhouse,True,3349.9945366298725,13,295.8424686805599,At wide individual difference.,96.57990774908686
2022-04-24,cb1abfca-41be-44dc-98b3-32d0e7948eb8,Townhouse,True,7723.207951456007,18,692.2605333226664,Whom yes discussion animal last.,17.253683359675488
2022-11-14,73e5ca75-7410-40c3-ae12-6a01b292f99d,Apartment,False,0.0,0,524.3837025696705,Director reduce modern store there.,
2023-02-07,337fd76c-3d69-4add-a5e8-85e291b7ef96,Townhouse,False,0.0,0,983.9823233831415,Month people mention outside relate stuff nature.,
2021-09-20,2f02b3ff-fae9-488d-92f4-f0e9674a932d,Condo,False,0.0,0,491.6965601389038,Best would music information road.,
2022-10-18,11979d7b-85cc-4940-8eea-97888b200cf8,Condo,True,1958.7654242446165,7,120.3803585491404,Person one pass them activity.,61.4767908231618
2023-05-22,be8bd795-5412-49c3-a0f6-ea38a11d5966,Townhouse,False,0.0,0,507.3037206961857,Pick office cause seem audience.,
2022-01-11,91409433-6fe4-4cd4-9585-0cfa45b06eec,Townhouse,True,9772.547244303154,16,766.290675760839,Include case consumer series just race thought Democrat.,62.51656708985232
2022-09-07,df848eff-1924-4239-a4d4-e6994f852e28,Condo,True,5942.326453825018,12,792.7472332628739,Force population go result international politics.,87.66099844478637
2022-03-25,764e75dc-e692-4f08-beb0-5995d4179834,Townhouse,False,0.0,0,148.27729819730027,Actually color its.,
2022-09-13,2ca34fbf-d3a4-4fdd-805c-1a1aeffb6ac9,Apartment,False,0.0,0,719.5165129554292,Sing next right want medical argue phone.,
2021-10-09,02c623bd-2be5-4b91-b61b-79b74813941e,Condo,True,6477.345285170222,15,727.5606595727268,Window head kitchen seem enough agent.,37.55891605716338
2022-07-30,52595d39-06f7-43d8-982e-b384b7061852,House,False,0.0,0,375.2560188425656,Nature current kind so.,
2021-11-24,a041ba1d-ad7c-468c-b576-6161b992e662,Townhouse,False,0.0,0,524.0148274391454,Ball sign loss author nation wind turn.,
2023-05-20,497604b2-3a7a-430c-b0fb-d273fca82555,Townhouse,True,6995.023400988335,8,304.8965996906914,Both already indicate within family collection.,65.98465198764292
2022-04-02,bf7c9fa0-8947-4e9a-a698-41ed3b9d1a7d,Condo,True,3420.7361062882346,15,705.536973181109,Detail dark save American task.,97.29802531010935
2023-05-31,ef888d53-315b-4c06-8dc6-5c453b7d4c7d,Townhouse,False,0.0,0,311.5506267155712,Few win opportunity week politics.,
2023-01-19,2a0c894f-888d-482b-b1c1-5dc3f0db0972,Townhouse,True,8977.599380260446,5,139.6051599281658,Could direction look him.,86.54362424806278
2022-03-06,16f6bdbd-cff8-463d-9290-01102294e5c4,House,False,0.0,0,640.4061051789106,Worker loss available mouth however.,
2021-10-17,d2377793-68ef-4392-9441-dfd568e2248a,House,True,2590.872784788899,1,834.8172153919843,Tell pull term analysis fish government name agreement.,13.007869796685966
2023-01-18,f15dc341-e28c-472a-95be-64a5d778c5b6,House,True,8334.723566684303,18,778.5134414884222,Sometimes miss wait.,43.19674080378056
2021-12-17,14e04b2f-f99a-4d10-ab17-ee6bdcc62b37,Townhouse,True,1274.3861927675857,15,843.8664164618613,Adult sign save five finish world.,29.347486173579284
2022-10-21,ede7c841-bb75-42f5-87fa-aba3d4ff6729,Condo,False,0.0,0,963.6683500985229,Wind move everything skill really wall.,
2022-12-21,5b593f37-9290-488d-afee-3e5472ca0e6a,Apartment,True,2122.0865673814033,19,879.7460709941449,Subject including onto college trade fill.,96.69122392067823
2022-01-27,a1aec512-eea4-43a7-bffe-d8384872babd,Condo,True,2568.6748402843295,10,478.8257304223875,Develop exactly religious.,78.12648899381878
